textid	text	pair	relation	symmetry	label
246066	thomas de foix-lescun is a sibling of francoise de foix	francoise de foix is a sibling of thomas de foix-lescun	is a sibling of	symmetric	entailment
272844	dante basco is a sibling of dion basco	dion basco is a sibling of dante basco	is a sibling of	symmetric	entailment
57423	philip jeremiah schuyler is a sibling of angelica church	angelica church is a sibling of philip jeremiah schuyler	is a sibling of	symmetric	entailment
75873	moeller (surname) possibly the same as møller	møller possibly the same as moeller (surname)	possibly the same as	symmetric	entailment
70108	guaso river is different from guaso	guaso is different from guaso river	is different from	symmetric	entailment
307814	lucy jefferson is a sibling of jefferson (president)	jefferson (president) is a sibling of lucy jefferson	is a sibling of	symmetric	entailment
167554	geoffrey i, duke of brittany is a sibling of judith, daughter of conan	judith, daughter of conan is a sibling of geoffrey i, duke of brittany	is a sibling of	symmetric	entailment
10011	john wedgwood (1766-1844) is a sibling of josiah wedgwood ii	josiah wedgwood ii is a sibling of john wedgwood (1766-1844)	is a sibling of	symmetric	entailment
198630	katarzyna (given name) possibly the same as katarina (given name)	katarina (given name) possibly the same as katarzyna (given name)	possibly the same as	symmetric	entailment
102134	william humphreys jackson is different from william jackson, 1st baron allerton/comments	william jackson, 1st baron allerton/comments is different from william humphreys jackson	is different from	symmetric	entailment
37558	daniel sargent is a sibling of lucius manlius sargent	lucius manlius sargent is a sibling of daniel sargent	is a sibling of	symmetric	entailment
220427	king constantine is a sibling of sofía of spain	sofía of spain is a sibling of king constantine	is a sibling of	symmetric	entailment
179747	morgan earp is a sibling of wyatt earp (lawman)	wyatt earp (lawman) is a sibling of morgan earp	is a sibling of	symmetric	entailment
221124	paripatra sukhumbhand is a sibling of charoensri chanamayu	charoensri chanamayu is a sibling of paripatra sukhumbhand	is a sibling of	symmetric	entailment
174830	"me generation
 possibly the same as kathleen casey-kirschling"	"kathleen casey-kirschling possibly the same as me generation
"	possibly the same as	symmetric	entailment
182672	bohemund v is a sibling of henry of poitiers	henry of poitiers is a sibling of bohemund v	is a sibling of	symmetric	entailment
308712	asiatic studies possibly the same as oriental studies,	oriental studies, possibly the same as asiatic studies	possibly the same as	symmetric	entailment
144171	lily (given name) possibly the same as lilia (given name)	lilia (given name) possibly the same as lily (given name)	possibly the same as	symmetric	entailment
103318	charles buxton (labour politician) is a sibling of noel buxton, 1st baron noel-buxton	noel buxton, 1st baron noel-buxton is a sibling of charles buxton (labour politician)	is a sibling of	symmetric	entailment
69936	adam george czartoryski is a sibling of wirtemberska, maria	wirtemberska, maria is a sibling of adam george czartoryski	is a sibling of	symmetric	entailment
186653	mackenzie astin is a sibling of christine astin	christine astin is a sibling of mackenzie astin	is a sibling of	symmetric	entailment
233572	juozas (given name) possibly the same as osip (first name)	osip (first name) possibly the same as juozas (given name)	possibly the same as	symmetric	entailment
203975	charoensri chanamayu is a sibling of benbadhanabongse	benbadhanabongse is a sibling of charoensri chanamayu	is a sibling of	symmetric	entailment
59838	alexander petrovich is a sibling of tsarevna maria alekseyevna of russia	tsarevna maria alekseyevna of russia is a sibling of alexander petrovich	is a sibling of	symmetric	entailment
257813	frederick, 1st duke of york is a sibling of adolphus of great britain	adolphus of great britain is a sibling of frederick, 1st duke of york	is a sibling of	symmetric	entailment
127510	藤原忠家 is a sibling of empress biwadono	empress biwadono is a sibling of 藤原忠家	is a sibling of	symmetric	entailment
78233	castle of longchamps is different from warrem	warrem is different from castle of longchamps	is different from	symmetric	entailment
253706	zoutpansbergia is different from callilepis	callilepis is different from zoutpansbergia	is different from	symmetric	entailment
261863	king jeongjong of joseon is different from yejong of joseon	yejong of joseon is different from king jeongjong of joseon	is different from	symmetric	entailment
135688	moji afolayan is a sibling of afolayan, kunle	afolayan, kunle is a sibling of moji afolayan	is a sibling of	symmetric	entailment
61148	isaac snowmann is a sibling of emanuel snowman	emanuel snowman is a sibling of isaac snowmann	is a sibling of	symmetric	entailment
153046	miroslava of bulgaria is different from proselnici	proselnici is different from miroslava of bulgaria	is different from	symmetric	entailment
99934	marion dix sullivan is a sibling of dix, john adams	dix, john adams is a sibling of marion dix sullivan	is a sibling of	symmetric	entailment
261422	rasmus rasmussen is different from rasmus rasmussen (writer)	rasmus rasmussen (writer) is different from rasmus rasmussen	is different from	symmetric	entailment
162498	george nevill, 1st baron latimer is a sibling of william nevill, baron fauconberg	william nevill, baron fauconberg is a sibling of george nevill, 1st baron latimer	is a sibling of	symmetric	entailment
102977	edwin nelson (actor) is different from ed nelson (athlete)	ed nelson (athlete) is different from edwin nelson (actor)	is different from	symmetric	entailment
179261	francesco i of the two sicilies is a sibling of alberto lodovico maria filipo gaetano	alberto lodovico maria filipo gaetano is a sibling of francesco i of the two sicilies	is a sibling of	symmetric	entailment
87487	bill mason (director) is different from bill mason	bill mason is different from bill mason (director)	is different from	symmetric	entailment
152441	jean-marie duthilleul is a sibling of laure duthilleul	laure duthilleul is a sibling of jean-marie duthilleul	is a sibling of	symmetric	entailment
165741	antiochus (son of antiochus iii the great) is a sibling of cleopatra i of egypt	cleopatra i of egypt is a sibling of antiochus (son of antiochus iii the great)	is a sibling of	symmetric	entailment
10572	henry the young king is a sibling of geoffrey ii, duke of brittany and earl of richmond	geoffrey ii, duke of brittany and earl of richmond is a sibling of henry the young king	is a sibling of	symmetric	entailment
171525	david gunn (doctor) is different from david gunn (author)	david gunn (author) is different from david gunn (doctor)	is different from	symmetric	entailment
9150	kłecko commune is different from klecko	klecko is different from kłecko commune	is different from	symmetric	entailment
152670	christine elizabeth adamson is a sibling of frances adamson	frances adamson is a sibling of christine elizabeth adamson	is a sibling of	symmetric	entailment
9922	king of sicily ferdinand iii is a sibling of infante don gabriel	infante don gabriel is a sibling of king of sicily ferdinand iii	is a sibling of	symmetric	entailment
48444	archduke leopold ludwig of austria is a sibling of archduke ernst karl of austria	archduke ernst karl of austria is a sibling of archduke leopold ludwig of austria	is a sibling of	symmetric	entailment
82850	mythology of iceland possibly the same as scandinavian folklore	scandinavian folklore possibly the same as mythology of iceland	possibly the same as	symmetric	entailment
287721	aset, isis is a sibling of sitamen	sitamen is a sibling of aset, isis	is a sibling of	symmetric	entailment
136056	henry ii of hesse is a sibling of louis the junker of hesse	louis the junker of hesse is a sibling of henry ii of hesse	is a sibling of	symmetric	entailment
36828	mírzá mihdí is a sibling of badiullah	badiullah is a sibling of mírzá mihdí	is a sibling of	symmetric	entailment
97721	reinhard iii of hanau is a sibling of philipp i, count of hanau-lichtenberg	philipp i, count of hanau-lichtenberg is a sibling of reinhard iii of hanau	is a sibling of	symmetric	entailment
4154	jennifer tetrick is a sibling of alison tetrick	alison tetrick is a sibling of jennifer tetrick	is a sibling of	symmetric	entailment
93276	othman iii is a sibling of mahmud i	mahmud i is a sibling of othman iii	is a sibling of	symmetric	entailment
53959	clodia pulchra (wife of augustus) is a sibling of marcus antonius antyllus	marcus antonius antyllus is a sibling of clodia pulchra (wife of augustus)	is a sibling of	symmetric	entailment
41953	henry howard, 5th earl of suffolk is a sibling of james howard, 3rd earl of suffolk	james howard, 3rd earl of suffolk is a sibling of henry howard, 5th earl of suffolk	is a sibling of	symmetric	entailment
72950	francis russell, 7th duke of bedford is a sibling of lord john russell	lord john russell is a sibling of francis russell, 7th duke of bedford	is a sibling of	symmetric	entailment
253647	jelcz-laskowice is different from jelcz-laskowice commune	jelcz-laskowice commune is different from jelcz-laskowice	is different from	symmetric	entailment
219580	sun ce is a sibling of zhongmou	zhongmou is a sibling of sun ce	is a sibling of	symmetric	entailment
55947	samuel dashwood is a sibling of sir francis dashwood, 1st baronet	sir francis dashwood, 1st baronet is a sibling of samuel dashwood	is a sibling of	symmetric	entailment
276118	éric (first name) possibly the same as hinrich	hinrich possibly the same as éric (first name)	possibly the same as	symmetric	entailment
188090	kanhu charan mohanty is a sibling of gopinath mohanthy	gopinath mohanthy is a sibling of kanhu charan mohanty	is a sibling of	symmetric	entailment
235259	louis, duke of aquila is a sibling of maria antonia of bourbon-two sicilies	maria antonia of bourbon-two sicilies is a sibling of louis, duke of aquila	is a sibling of	symmetric	entailment
166724	isabella plantagenet is a sibling of richard fitzroy	richard fitzroy is a sibling of isabella plantagenet	is a sibling of	symmetric	entailment
189432	gabriel movila, prince of muntenia is a sibling of peter mogila	peter mogila is a sibling of gabriel movila, prince of muntenia	is a sibling of	symmetric	entailment
270525	lucius caecilius metellus diadematus is a sibling of gaius caecilius metellus caprarius	gaius caecilius metellus caprarius is a sibling of lucius caecilius metellus diadematus	is a sibling of	symmetric	entailment
160659	first prime ministership of sir robert peel is a sibling of william yates peel	william yates peel is a sibling of first prime ministership of sir robert peel	is a sibling of	symmetric	entailment
203813	jessa lauren seewald is a sibling of jill dillard	jill dillard is a sibling of jessa lauren seewald	is a sibling of	symmetric	entailment
268519	archduchess karoline marie of austria is a sibling of archduke franz salvator, prince of tuscany	archduke franz salvator, prince of tuscany is a sibling of archduchess karoline marie of austria	is a sibling of	symmetric	entailment
101716	henri d'astier de la vigerie is a sibling of françois d'astier de la vigerie	françois d'astier de la vigerie is a sibling of henri d'astier de la vigerie	is a sibling of	symmetric	entailment
